Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
120	23	0	1.69643177	0	0	0	0	0	5e-06	0	0	0	0	3
121	23	0	1.7105687	0	0	0	0	0	5e-06	0	0	0	0	3
122	23	0	1.72470563	0	0	0	0	0	5e-06	0	0	0	0	3
123	24	0	1.73884256	0	0	0	0	0	5e-06	0	0	0	0	3
124	24	0	1.75297949	0	0	0	0	0	5e-06	0	0	0	0	3
125	24	0	1.76711642	0	0	0	0	0	5e-06	0	0	0	0	3
126	24	0	1.78125335	0	0	0	0	0	5e-06	0	0	0	0	3
127	24	0	1.79539029	0	0	0	0	0	5e-06	0	0	0	0	3
128	24	0	1.80952722	0	0	0	0	0	5e-06	0	0	0	0	3
129	25	0	1.82366415	0	0	0	0	0	5e-06	0	0	0	0	3
